Speaker,Utterance,Dialogue_Act,Dialogue_ID
S_25_U15,Dammi dei consigli. Dammi dei consigli.,SOLICITATION-REQ_CLARIFICATION,29
S_25_S16,"Il nostro organismo ha bisogno di oltre 40 sostanze nutritive diverse. Quindi, per mantenersi in forma... Segui una dieta variata?",QUESTION,29
S_25_U16,Tendo a mangiare quasi sempre le stesse cose.,STATEMENT,29
S_25_S17,Ho l’impressione che le tue abitudini alimentari non siano ideali.,ENCOURAGE-SORRY,29
S_25_U17,Perché?,SOLICITATION-REQ_CLARIFICATION,29
S_25_S18,"Alimentazione corretta e abitudini sane influiscono sul nostro aspetto, sulla nostra salute, su quanto riusciamo a goderci la vita...",PERSUASION-SUGGEST,29
S_25_U18,In che modo?,INFO-REQUEST,29
S_25_S19,Ti attirano molto i dolci?,QUESTION,29
S_25_U19,Sì,GENERIC-ANSWER,29
S_25_S20,"I dolci sono da evitare, ovvero da limitare a particolari occasioni... Prova a pensare a tutto quello che mangi durante il giorno: ti sembra di assumere tutte le sostanze...?",QUESTION,29
S_25_U20,Credo di sì,GENERIC-ANSWER,29
S_25_S21,E allora? Dimmi qualcosa di più!,ENCOURAGE-SORRY,29
S_25_U21,"Forse dovrei mangiare più pesce, perché mangio spesso carne.",STATEMENT,29
S_25_S22,"I grassi insaturi si trovano in alcuni pesci, il cosiddetto pesce azzurro, e in alcuni oli vegetali... Una carenza di grassi insaturi provoca alterazioni della struttura e nella funzione di enzimi, determinando un certo numero di disturbi...",PERSUASION-SUGGEST,29
S_25_U22,Quale pesce dovrei mangiare?,INFO-REQUEST,29
S_25_S23,"Purtroppo sono poco esperta in questo campo. Sai, gli agenti artificiali vengono addestrati gradualmente, e in domini molto specializzati. Le loro conoscenze, quindi...",TALK-ABOUT-SELF,29
S_25_U23,Quali carni dovrei mangiare?,INFO-REQUEST,29
S_25_S24,"Le proteine necessarie possono essere assunte con due o tre porzioni di carne, latte, uova. Oppure...",OFFER-GIVE-INFO,29
S_25_U24,meglio la carne bianca o la carne rossa?,INFO-REQUEST,29
S_25_S25,"Mi dispiace, non so rispondere a questa domanda",ANSWER,29
S_25_U25,Io faccio molta attività fisica Cosa mi consigli di mangiare?,INFO-REQUEST,29
S_25_S26,Ti consiglio di consultare un esperto oppure puoi cercare informazioni in rete,ANSWER,29
S_25_U26,Grazie Puoi dirmi qualcos’altro sulla dieta?,KIND-ATTITUDE_SMALL-TALK,29
S_25_S27,Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,29
S_25_U27,No,GENERIC-ANSWER,29
S_25_S28,Molti pensano che mangiare sia soltanto un piacere o un modo per sopravvivere. Invece contribuisce...,PERSUASION-SUGGEST,29
S_25_U28,"Sì, lo so",AGREE,29
S_25_S29,E allora? Dimmi qualcosa di più!,ENCOURAGE-SORRY,29
S_25_U29,"Bevo molto latte, mi piacciono i latticini, il formaggio. Faccio bene a mangiarne molto?",INFO-REQUEST,29
S_25_S30,Credo di sì,ANSWER,29
S_25_U30,Perché?,INFO-REQUEST,29
S_25_S31,Ti consiglio di consultare un esperto oppure puoi cercare informazioni in rete,ANSWER,29
S_25_U31,Grazie.,KIND-ATTITUDE_SMALL-TALK,29
S_25_S32,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme...",OFFER-GIVE-INFO,29
S_25_U32,Ok. A presto allora.,CLOSING,29
S_25_S33,E' stato davvero piacevole interagire con te. Torna pure quando vuoi.,CLOSING,29
S_25_U33,"No, è stato un piacere. Ciao.",KIND-ATTITUDE_SMALL-TALK,29
S_25_S34,Grazie e arrivederci!,CLOSING,29
T_18_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,30
T_18_U1,ciao io sono carla,OPENING,30
T_18_S2,Quali sono le tue abitudini alimentari?,QUESTION,30
T_18_U2,cerco sempre di mangiare in modo sano,STATEMENT,30
T_18_S3,Che cosa hai mangiato per colazione?,QUESTION,30
T_18_U3,latte e biscotti e tu?,KIND-ATTITUDE_SMALL-TALK,30
T_18_S4,"Forse dimentichi che io sono un agente artificiale Non sono in grado di mangiare, e quindi non seguo diete particolari .",TALK-ABOUT-SELF,30
T_18_U4,scusami,KIND-ATTITUDE_SMALL-TALK,30
T_18_S5,Ti attirano molto i dolci?,QUESTION,30
T_18_U5,tantissimo,GENERIC-ANSWER,30
T_18_S6,E allora? Dimmi qualcosa di piu'!,ENCOURAGE-SORRY,30
T_18_U6,mangio di tutto e spesso,STATEMENT,30
T_18_S7,"Pensi che la tua dieta sia giusta, o vorresti cambiare le tue abitudini alimentari?",QUESTION,30
T_18_U7,credo che sia giusta ma vorrei dei consigli,STATEMENT,30
T_18_S8,Mangiare ad orari fissi e' un modo per evitare di saltare i pasti e di trascurare sostanze che spesso non vengono compensate nei pasti successivi.,PERSUASION-SUGGEST,30
T_18_U8,è vero io mangio ad orari diversi,AGREE,30
T_18_S9,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata prima di assumere altri cibi.",PERSUASION-SUGGEST,30
T_18_U9,se una persona ha fame spesso,REJECT,30
T_18_S10,Ho l'impressione che le tue abitudini alimentari non siano ideali.,ENCOURAGE-SORRY,30
T_18_U10,perchè,SOLICITATION-REQ_CLARIFICATION,30
T_18_S11,Prova a pensare a tutto quello che mangi durante il giorno: ti sembra di assumere tutte le sostanze di cui avresti bisogno?,QUESTION,30
T_18_U11,quali sarebbero le sostanze di cui avrei bisogno?,SOLICITATION-REQ_CLARIFICATION,30
T_18_S12,"Idealmente un pasto dovrebbe contenere da 75 a 100 grammi di carne, un frutto di media grandezza, un piccolo piatto di pasta o 50 grammi di gelato. I cibi pronti permettono di controllare le porzioni riportando sulla confezione il valore energetico in calorie.",OFFER-GIVE-INFO,30
T_18_U12,e se ho ancora fame? cosa si dovrebbe mangiare a colazione?,INFO-REQUEST,30
T_18_S13,"Chiedo scusa, non so rispondere a questa domanda.",ANSWER,30
T_18_U13,cosa bisogna mangiare a cena?,INFO-REQUEST,30
T_18_S14,"In una dieta equilibrata, almeno la meta' delle calorie totali dovrebbe provenire da cibi a base di carboidrati. Che pensi di un piatto di spaghetti?",QUESTION,30
T_18_U14,buono,STATEMENT,30
T_18_S15,E allora? Dimmi qualcosa di piu'!,ENCOURAGE-SORRY,30
T_18_U15,io salto spesso la cena,STATEMENT,30
T_18_S16,Mangiare ad orari fissi e' un modo per evitare di saltare i pasti e di trascurare sostanze che spesso non vengono compensate nei pasti successivi.,PERSUASION-SUGGEST,30
T_18_U16,mangio tanti dolci,STATEMENT,30
T_18_S17,"I dolci sono da evitare, ovvero da limitare a particolari occasioni. Sono da preferire i gelati alla frutta e i dolci secchi o con marmellata, evitando quelli farciti con panna o creme elaborate, e, quindi, ricchi in grassi e calorie.",PERSUASION-SUGGEST,30
T_18_U17,non riesco a resistere ad un bel dolce cosa dovrei fare?,REJECT,30
T_18_S18,Difficile resistere alle tentazioni! Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,30
T_18_U18,no,GENERIC-ANSWER,30
T_18_S19,E allora? Dimmi qualcosa di piu'!,ENCOURAGE-SORRY,30
T_18_U19,mangio tanto e spesso,STATEMENT,30
T_18_S20,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,30
T_18_U20,peso 45 tutti mi dicono che sono piccolina,STATEMENT,30
T_18_S21,"Ah, bene!",ENCOURAGE-SORRY,30
T_18_U21,vorrei aumentarlo un po,STATEMENT,30
T_18_S22,"Ogni cellula e tessuto del corpo contiene proteine. Queste si trovano nei muscoli, nelle ossa, nei capelli, nelle unghie e nella pelle: buona parte delle calorie assunte ogni giorno deve, quindi, provenire dalle proteine. Un uomo di 70 kili ha bisogno di 50 o 60 grammi di proteine al giorno, mentre, una donna di 55 kili ha bisogno di 40 o 50 grammi circa.",OFFER-GIVE-INFO,30
T_18_U22,quali cibi contengono proteine?,INFO-REQUEST,30
T_18_S23,"Le proteine necessarie possono essere assunte con due o tre porzioni di carne, latte, uova. Oppure, con quattro porzioni di proteine vegetali, come cereali i integrali, le verdure, i legumi, o anche la frutta secca.",OFFER-GIVE-INFO,30
T_18_U23,non so cosa altro chiederti,GENERIC-ANSWER,30
T_18_S24,Che pensi di un piatto di frittura?,QUESTION,30
T_18_U24,buono la mangio spesso la frittura,STATEMENT,30
T_18_S25,"Il fritto piace a molti, ma andrebbe limitato per quanto possibile. L'alimentazione moderna, ha eliminato quasi totalmente gli alimenti fritti per il loro elevato apporto calorico e per la difficile digeribilita'. In questi ultimi anni, la gastronomia si e' evoluta permettendo di conciliare i pregi della frittura con la leggerezza dei cibi, purche' si scelga un olio adatto e lo si utilizzi alla giusta temperatura. Hai mai riflettuto su quanto sia importante, per te, mangiare bene e sentirti in forma? Hai mai riflettuto se sia o no importante, per te, mangiare in modo sano ed equilibrato e sentirti bene e in forma?",PERSUASION-SUGGEST,30
T_18_U25,ora sto riflettendo tanto,STATEMENT,30
T_18_S26,Hai mai desiderato di cambiare dieta?,QUESTION,30
T_18_U26,si vorrei una dieta giusta per il mio peso,STATEMENT,30
T_18_S27,Per quale motivo non hai mai provato?,QUESTION,30
T_18_U27,non mi sono mai posta queste domande mi stai facendo riflettere tanto,STATEMENT,30
T_18_S28,"Vedo che, complessivamente, fai attenzione alla tua dieta, e ne sono contenta.",ENCOURAGE-SORRY,30
T_18_U28,grazie. anche io sono contenta grazie per i giusti consigli.,KIND-ATTITUDE_SMALL-TALK,30
T_18_S29,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme",OFFER-GIVE-INFO,30
T_18_U29,va bene.grazie.,KIND-ATTITUDE_SMALL-TALK,30
T_18_S30,Arrivederci. E' stato davvero piacevole interagire con te. Torna pure quando vuoi.,CLOSING,30
T_18_U30,ora vado via.ciao a presto ciao,CLOSING,30
T_18_S31,Grazie e arrivederci!,CLOSING,30
S_10_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,31
S_10_U1,"Ciao Valentina, io sono Mariangela",OPENING,31
S_10_S2,Quali sono le tue abitudini alimentari?,QUESTION,31
S_10_U2,"Faccio colazione la mattina con yogurth, caffè, fette biscottate...",STATEMENT,31
S_10_S3,"Va abbastanza bene, ma puoi migliorare!",ENCOURAGE-SORRY,31
S_10_U3,Mi puoi consigliare come?,INFO-REQUEST,31
S_10_S4,Sì,ANSWER,31
S_10_U4,Aspetto nozioni da te,SOLICITATION-REQ_CLARIFICATION,31
S_10_S5,Ti piacciono frutta e  verdura?,QUESTION,31
S_10_U5,Frutta sì. Verdura no,STATEMENT,31
S_10_S6,Pensi che la tua dieta sia giusta o vorresti cambiare le tue abitudini alimentari?,QUESTION,31
S_10_U6,Dovrei aggiungere più verdura. Tu cosa ne pensi?,INFO-REQUEST,31
S_10_S7,"Diverse ricerche a livello internazionale hanno dimostrato l’importanza di una dieta ricca di vegetali e di frutta. Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura al giorno. La porzione consigliata  risulta essere di circa 80 grammi: per esempio una mela, due o tre cucchiai di verdure...",PERSUASION-SUGGEST,31
S_10_U7,"Io mangio come verdura insalate, zucchine, peperoni, melanzane... Secondo te non bastano?",INFO-REQUEST,31
S_10_S8,"Fantastico! Meglio ingerire la verdura fresca prima del pasto, per raggiungere rapidamente il senso di sazietà e...",PERSUASION-SUGGEST,31
S_10_U8,Ad esempio l’uva è una frutta troppo zuccherina?,INFO-REQUEST,31
S_10_S9,Credo di sì,ANSWER,31
S_10_U9,"Invece, secondo te, quale sarebbe la frutta meno zuccherina? Che posso mangiare più liberamente?",INFO-REQUEST,31
S_10_S10,"Mi dispiace, non so rispondere a questa domanda",ANSWER,31
S_10_U10,La frutta meno zuccherina quale è?,INFO-REQUEST,31
S_10_S11,Prova a pensare a tutto quello che mangi durante il giorno: ti sembra di assumere tutte le sostanze...?,QUESTION,31
S_10_U11,No,GENERIC-ANSWER,31
S_10_S12,"Il nostro organismo ha bisogno di oltre 40 sostanze nutritive diverse. Quindi, per mantenersi in forma...",PERSUASION-SUGGEST,31
S_10_U12,"Mi puoi fare un esempio, in una settimana tipo?",INFO-REQUEST,31
S_10_S13,"Idealmente un pasto dovrebbe contenere da 75 a 100 grammi di carne, un frutto di media grandezza... I cibi pronti permettono di controllare le porzioni riportando sulla confezione il valore energetico in calorie.",PERSUASION-SUGGEST,31
S_10_U13,Io sono molto golosa. Quanto gelato posso mangiare al giorno?,INFO-REQUEST,31
S_10_S14,"I dolci sono da evitare, ovvero da limitare a particolari occasioni...",PERSUASION-SUGGEST,31
S_10_U14,Se volessi mangiare un gelato al giorno sarebbe sbagliato?,INFO-REQUEST,31
S_10_S15,Credo di no. Difficile resistere alle tentazioni!,ENCOURAGE-SORRY,31
S_10_U15,"Si, io sono molto golosa, almeno un gelato al giorno, d’estate, lo desidero. A te piace il dolce?",KIND-ATTITUDE_SMALL-TALK,31
S_10_S16,"Non sono in grado di mangiare, e quindi non seguo diete particolari...",TALK-ABOUT-SELF,31
S_10_U16,"Beata te! Io mangio poco e ingrasso lo stesso. Lo sport è essenziale, il movimento in generale?",INFO-REQUEST,31
S_10_S17,Sì. Credo di sì.,ANSWER,31
S_10_U17,"Quanta attività fisica si dovrebbe fare in una settimana, più o meno?",INFO-REQUEST,31
S_10_S18,"Purtroppo sono poco esperta in questo campo. Sai, gli agenti artificiali vengono addestrati gradualmente, e in domini molto specializzati. Le loro conoscenze, quindi...",TALK-ABOUT-SELF,31
S_10_U18,"Ok, ti ringrazio, è stato un ottimo dialogo, mi hai dato delle nozioni essenziali, cose che io non sapevo. Ciao e buon lavoro!",KIND-ATTITUDE_SMALL-TALK,31
S_10_S19,E' stato davvero piacevole interagire con te. Torna pure quando vuoi.,CLOSING,31
S_10_U19,Grazie. Buona giornata,CLOSING,31
S_10_S20,Grazie e arrivederci!,CLOSING,31
S_23_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,32
S_23_U1,"va bene, ciao.",OPENING,32
S_23_S2,Cosa mangi di solito?,QUESTION,32
S_23_U2,Per colazione?,SOLICITATION-REQ_CLARIFICATION,32
S_23_S3,Sì,ANSWER,32
S_23_U3,"Allora latte con le brioches, e caffè",STATEMENT,32
S_23_S4,Che cosa hai mangiato per cena?,QUESTION,32
S_23_U4,"Si, una pizza e degli antipasti",STATEMENT,32
S_23_S5,Ti piacciono frutta e  verdura?,QUESTION,32
S_23_U5,eh un pò,GENERIC-ANSWER,32
S_23_S6,Ti alimenti spesso in questa maniera?,QUESTION,32
S_23_U6,quasi spesso,GENERIC-ANSWER,32
S_23_S7,Diverse ricerche a livello internazionale hanno dimostrato l’importanza di una dieta ricca di vegetali e di frutta Ti piace mangiare?,QUESTION,32
S_23_U7,Sì,GENERIC-ANSWER,32
S_23_S8,E allora? Dimmi qualcosa di più!,ENCOURAGE-SORRY,32
S_23_U8,"E va beh, mi piace mangiare… il… la pasta con il sugo, con il formaggio, mi piace mangiare la carne arrosto, mi piace mangiare… ehm… dolci, comunque in generale e specialmente dopo i pasti. E basta.",STATEMENT,32
S_23_S9,Ti attirano molto i dolci?,QUESTION,32
S_23_U9,"Mmm no, non sono proprio attratto totalmente però mi piace mangiare i dolci. Sicuramente ne potrei fare anche a meno.",STATEMENT,32
S_23_S10,Fantastico! Pensi che la tua dieta sia giusta o vorresti cambiare le tue abitudini alimentari?,QUESTION,32
S_23_U10,"mah, non è giusta. Mi piacerebbe comunque cambiare le mie abitudini alimentari. Soprattutto perché a volte ci sono situazioni in cui c’è pesantezza, sicuramente",STATEMENT,32
S_23_S11,Per quale motivo non hai mai provato?,QUESTION,32
S_23_U11,A fare cosa?,SOLICITATION-REQ_CLARIFICATION,32
S_23_S12,Hai mai desiderato di cambiare dieta?,QUESTION,32
S_23_U12,"si, ho pensato. Qualche volta l’ho anche fatto",STATEMENT,32
S_23_S13,Quali sono i problemi che hai incontrato?,QUESTION,32
S_23_U13,"No, veramente la sera mi stuzzica sempre una pizzetta, per questo… una pizza buona, carboidrati, non dico mai di no comunque davanti a una pizza",STATEMENT,32
S_23_S14,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata prima...",PERSUASION-SUGGEST,32
S_23_U14,Ma se il... comunque la digestione viene ritardata come bisogna fare?,INFO-REQUEST,32
S_23_S15,"Mi dispiace, non so rispondere a questa domanda",ANSWER,32
S_23_U15,va beh…,GENERIC-ANSWER,32
S_23_S16,Ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare...,OFFER-GIVE-INFO,32
S_23_U16,In caso di acidità di stomaco tu cosa consiglieresti?,INFO-REQUEST,32
S_23_S17,Ti consiglio di consultare un esperto oppure puoi cercare informazioni in rete,ANSWER,32
S_23_U17,Qualche altra domanda?,SOLICITATION-REQ_CLARIFICATION,32
S_23_S18,No,ANSWER,32
S_23_U18,Posso andare?,SOLICITATION-REQ_CLARIFICATION,32
S_23_S19,Credo di sì,ANSWER,32
S_23_U19,"va bene, ciao!",CLOSING,32
S_23_S20,Grazie e arrivederci!,CLOSING,32
T_5_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,34
T_5_U1,ciao il mio nome è oriana,OPENING,34
T_5_S2,Quali sono le tue abitudini alimentari?,QUESTION,34
T_5_U2,"ho delle abitudini un pò disordinate,nel senso che mangio anche fupri orario",STATEMENT,34
T_5_S3,Ti piace mangiare?,QUESTION,34
T_5_U2,"si,ma dipende dal periodo,se sono sotto stress mangio meno,quando sono più rilassata mangio molto",STATEMENT,34
T_5_S4,Segui una dieta variata?,QUESTION,34
T_5_U4,no,GENERIC-ANSWER,34
T_5_S5,Che cosa hai mangiato per pranzo?,QUESTION,34
T_5_U5,pasta al forno e frutta,STATEMENT,34
T_5_S6,Che cosa hai mangiato per cena?,QUESTION,34
T_5_U6,un panino piccolo e vuoto,STATEMENT,34
T_5_S7,Ti alimenti spesso in questa maniera?,QUESTION,34
T_5_U7,"non sempre,capita raramente di abbinare così i cibi",STATEMENT,34
T_5_S8,Ti attirano molto i dolci?,QUESTION,34
T_5_U8,"tanto,ma non tutti.infatti preferisco quelli al cioccolato e alla crema ma per esempio non mi piacciono molto le torte",STATEMENT,34
T_5_S9,Ne mangi spesso?,QUESTION,34
T_5_U9,"dipende dai periodi,per esempio se è estate mangio parecchi gelati,mentre d'inverno è più raro che mangio cose dolci",STATEMENT,34
T_5_S10,"Pensi che la tua dieta sia giusta, o vorresti cambiare le tue abitudini alimentari?",QUESTION,34
T_5_U10,dovrei sicuramente cambiare le mie abitudini alimentari ma ogni volta che provo a farlo non riesco mai a portare a termine la cosa,STATEMENT,34
T_5_S11,Quali sono i problemi che hai incontrato?,QUESTION,34
T_5_U11,problemi particolari non ne ho incontrati forse è più un fatto di volontà,STATEMENT,34
T_5_S12,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,34
T_5_U12,penso che per stare veramente in forma dovrei perdere qualche chilo,STATEMENT,34
T_5_S13,"Hai mai riflettuto su quanto sia importante, per te, mangiare bene e sentirti in forma?",QUESTION,34
T_5_U13,si so che è importante anche perchè seguo molti programmi televisivi che trattano temi sulla salute tra cui anche quello della dieta,AGREE,34
T_5_S14,"Pensa a quante volte mangi fuori pasto, nella tua giornata media. Hai mai pensato se questo sia giusto o no?",QUESTION,34
T_5_U14,"ci penso spesso,anzi ogni volte che sto per mangiare fori pasto,ma anche se so che è sbagliato molte volte sento l'esigenza di mangiare perchè ho problemi di pressione bassa",STATEMENT,34
T_5_S15,Mangiare ad orari fissi aiuta ad evitare di saltare i pasti e di trascurare sostanze che spesso non vengono compensate nei pasti successivi.,PERSUASION-SUGGEST,34
T_5_U15,va bene.quindi devo cercare di assumere la sostanze giuste nelle quantità giuste e nei tempi giusti,STATEMENT,34
T_5_S16,Si,ANSWER,34
T_5_U16,bene.l'unica cosa adesso sarà fare lo sforzo in quel senso.grazie ciao,AGREE,34
T_5_S17,Grazie e arrivederci!,CLOSING,34
T_28_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,35
T_28_U1,ciao cara io mi chiamo eustrat,OPENING,35
T_28_S2,Che cosa hai mangiato per pranzo?,QUESTION,35
T_28_U2,ho mangiato pasta con la pancetta,STATEMENT,35
T_28_S3,Ti alimenti spesso in questa maniera?,QUESTION,35
T_28_U3,non molto spesso preferisco alternare gli alimenti,STATEMENT,35
T_28_S4,Che cosa hai mangiato per colazione?,QUESTION,35
T_28_U4,niente tu che cosa hai mangiato per colazione,KIND-ATTITUDE_SMALL-TALK,35
T_28_S5,"Forse dimentichi che sono un agente artificiale. Gli agenti artificiali vivono in un mondo virtuale: non respirano, non mangiano. Pero' hanno pensieri, desideeri, e anche emozioni. Possono provare simpatie e antipatie, se sono ben addestrati.",TALK-ABOUT-SELF,35
T_28_U5,quindi che cosa mi consigli?,SOLICITATION-REQ_CLARIFICATION,35
T_28_S6,"Il nostro organismo ha bisogno di oltre 40 sostanze nutritive diverse. Quindi, per mantenerti in forma, dovresti cercare di variare , per quanto possibile, i cibi contenuti nella tua dieta.",PERSUASION-SUGGEST,35
T_28_U6,non mi è possibile mangiare in modo sano per questioni di lavoro,STATEMENT,35
T_28_S7,"Certo, organizzarti in modo da mangiare correttamente probabilmente non ti sembra facile, specialmente se devi lavorare o studiare molto e non hai nessuno che ti aiuta. Devi perdere un sacco di tempo  per fare la spesa e cucinare un pasto variato. Invece, preparare un panino veloce oppure mangiare quello che capita ti fa perdere sicuramento meno tempo.",OFFER-GIVE-INFO,35
T_28_U7,grazie cara,KIND-ATTITUDE_SMALL-TALK,35
T_28_S8,Ti piacciono frutta e  verdura?,QUESTION,35
T_28_U8,molto anche le belle ragazze come te mi piace vivere bene in tutto  per tutto che ne dici?,KIND-ATTITUDE_SMALL-TALK,35
T_28_S9,"Ah, bene!",ENCOURAGE-SORRY,35
T_28_U9,mi regali un sorriso?,KIND-ATTITUDE_SMALL-TALK,35
T_28_S10,"Chiedo scusa, non so rispondere a questa domanda.",ANSWER,35
T_28_U10,ok in realtà era impertinente attualmente faccio sport che dieta mi consigli?,INFO-REQUEST,35
T_28_S11,"Sicuramente, la forma fisica e' importante. Non esistono alimenti buoni o cattivi, ma soltanto diete buone o cattive. Qualsiasi cibo puo' rientrare in uno stile di vita sano, se moderazione ed equilibrio sono rispettati. Bilanciare l'assunzione di alimenti significa introdurre una quantita' sufficiente, ma non eccessiva, di ogni  sostanza. Se le porzioni sono mantenute entro limiti ragionevoli, non occorre eliminare i cibi preferiti.",PERSUASION-SUGGEST,35
T_28_U11,cosa mi consigli per la colazione?,INFO-REQUEST,35
T_28_S12,"Purtroppo sono poco esperta in questo campo. In una dieta equilibrata, almeno la meta' delle calorie totali dovrebbe provenire da cibi a base di carboidrati.",ANSWER,35
T_28_U12,che cosa posso mangiare a pranzo?,INFO-REQUEST,35
T_28_S13,"Idealmente un pasto dovrebbe contenere da 75 a 100 grammi di carne, un frutto di media grandezza, un piccolo piatto di pasta o 50 grammi di gelato. I cibi pronti permettono di controllare le porzioni riportando sulla confezione il valore energetico in calorie.",OFFER-GIVE-INFO,35
T_28_U13,quindi mi consigli i cibi pronti?,SOLICITATION-REQ_CLARIFICATION,35
T_28_S14,"Mi dispiace davvero, ma non so rispondere a questa domanda",ANSWER,35
T_28_U14,la mia dieta può contenere cibi pronti?,SOLICITATION-REQ_CLARIFICATION,35
T_28_S15,Credo di no,ANSWER,35
T_28_U15,perché?,SOLICITATION-REQ_CLARIFICATION,35
T_28_S16,"Purtroppo sono poco esperta in questo campo. Sai, gli agenti artificiali vengono addestrati gradualmente, e in dominii molto specializzati. Le loro conoscenze, quindi, sono spesso limitate. Chi ci programma tende a pensare al nostro aspetto piu' che alla nostra mente! Pensi che la tua dieta sia giusta, o vorresti cambiare le tue abitudini alimentari?",QUESTION,35
T_28_U16,credo che se potessi cambierei il mio modo di mangiare. non mangio molta frutta uso molto i succhi di frutta pronti,STATEMENT,35
T_28_S17,"Diverse ricerche a livello internazionale hanno dimostrato l'importanza di una dieta ricca di vegetali  e di frutta. Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura al giorno. La porzione consigliata  risulta essere di circa 80 grammi:  per esempio una mela, due o tre cucchiai di verdure congelate o un bicchiere di succo di frutta. In generale, si  consiglia un consumo quotidiano di una porzione di verdura cotta e una di verdura cruda, e di due o tre porzioni di frutta fresca.",PERSUASION-SUGGEST,35
T_28_U17,è importante mangiare pesce crudo?,INFO-REQUEST,35
T_28_S18,Credo di no,ANSWER,35
T_28_U18,pesce?,INFO-REQUEST,35
T_28_S19,Si,ANSWER,35
T_28_U19,perché?,SOLICITATION-REQ_CLARIFICATION,35
T_28_S20,"Il nostro organismo ha bisogno di oltre 40 sostanze nutritive diverse. Quindi, per mantenerti in forma, dovresti cercare di variare , per quanto possibile, i cibi contenuti nella tua dieta.",PERSUASION-SUGGEST,35
T_28_U20,che altro mi consigli per tenere in forma l'organismo?,INFO-REQUEST,35
T_28_S21,"Ogni cellula e tessuto del corpo contiene proteine. Queste si trovano nei muscoli, nelle ossa, nei capelli, nelle unghie e nella pelle: buona parte delle calorie assunte ogni giorno deve, quindi, provenire dalle proteine. Un uomo di 70 kili ha bisogno di 50 o 60 grammi di proteine al giorno, mentre, una donna di 55 kili ha bisogno di 40 o 50 grammi circa.",OFFER-GIVE-INFO,35
T_28_U21,scusami ma non mi ricordo più il tuo nome,KIND-ATTITUDE_SMALL-TALK,35
T_28_S22,"I carboidrati aiutano a tenere sotto controllo il peso e ad evitare un accumulo di grassi, fornendo il carburante immediamente disponibile per l'attivita' fisica, mentre le fibre alimentari aiutano l'intestino a funzionare correttamente. Soprattutto se abbinati ad una attivita' fisica costante, i carboidrati sono, quindi, fondamentali per una corretta funzione alimentare e sono un combustibile importante per cervello e muscoli.",PERSUASION-SUGGEST,35
T_28_U22,scusami ma non mi ricordo più il tuo nome,KIND-ATTITUDE_SMALL-TALK,35
T_28_S23,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,35
T_28_U23,che mi dici delle calorie dei diversi cibi?,INFO-REQUEST,35
T_28_S24,"Chiedo scusa, non so rispondere a questa domanda.",ANSWER,35
T_28_U24,quante calorie deve contenere una dieta sana?,SOLICITATION-REQ_CLARIFICATION,35
T_28_S25,"Mi dispiace davvero, ma non so rispondere a questa domanda Che pensi di un piatto di frittura?",QUESTION,35
T_28_U25,in realtà preferisco mangiare cibi cucinati in modo diverso ma ogni tanto mangio anche cibi fritti,STATEMENT,35
T_28_S26,"Il fritto piace a molti, ma andrebbe limitato per quanto possibile. L'alimentazione moderna, ha eliminato quasi totalmente gli alimenti fritti per il loro elevato apporto calorico e per la difficile digeribilita'. In questi ultimi anni, la gastronomia si e' evoluta permettendo di conciliare i pregi della frittura con la leggerezza dei cibi, purche' si scelga un olio adatto e lo si utilizzi alla giusta temperatura.",PERSUASION-SUGGEST,35
T_28_U26,"Valentina che cosa intendi per ""olio adatto""?",INFO-REQUEST,35
T_28_S27,"I grassi insaturi si trovano in alcuni pesci (il cosiddetto pesce azzurro) e in alcuni olii vegetali, come quello di oliva. Una carenza di questi grassi provoca alterazioni della struttura e nella funzione di enzimi, determinando un certo numero di disturbi. Puo' produrre capelli fragili e opachi, fragilita' delle unghie, acne, pelle secca, forfora e predisposizione ad allergie in genere. Inoltre, puo' provocare diarrea, vene varicose, magrezza eccessiva e calcoli. Anche disturbi cardiaci, anomalie del sistema circolatorio e dei reni sono state associate ad un metabolismo difettoso dei grassi.",PERSUASION-SUGGEST,35
