Utterance,Dialogue_Act,Speaker,Dialogue_ID
"von mir aus können wir gerne dorthin gehen",ACCEPT,A,4372
"gut",ACCEPT,B,4372
"dann nehmen wir das Marriott gleich",CONFIRM,B,4372
"<häs> diese Kette",INFORM,A,4373
"von mir aus können wir gerne dorthin gehen",ACCEPT,A,4373
"gut",ACCEPT,B,4373
"dann nehmen wir das Marriott gleich",CONFIRM,B,4373
"ja da sind wir eigentlich versorgt",INFORM,B,4373
"von mir aus können wir gerne dorthin gehen",ACCEPT,A,4374
"gut",ACCEPT,B,4374
"dann nehmen wir das Marriott gleich",CONFIRM,B,4374
"ja da sind wir eigentlich versorgt",INFORM,B,4374
"wir sind zentral",CLARIFY,B,4374
"gut",ACCEPT,B,4375
"dann nehmen wir das Marriott gleich",CONFIRM,B,4375
"ja da sind wir eigentlich versorgt",INFORM,B,4375
"wir sind zentral",CLARIFY,B,4375
"und <hm> ja",DELIBERATE,B,4375
"dann nehmen wir das Marriott gleich",CONFIRM,B,4376
"ja da sind wir eigentlich versorgt",INFORM,B,4376
"wir sind zentral",CLARIFY,B,4376
"und <hm> ja",DELIBERATE,B,4376
"ich weiß nicht wie Sie zu Abendunternehmungen stehen",INIT,B,4376
"ja da sind wir eigentlich versorgt",INFORM,B,4377
"wir sind zentral",CLARIFY,B,4377
"und <hm> ja",DELIBERATE,B,4377
"ich weiß nicht wie Sie zu Abendunternehmungen stehen",INIT,B,4377
"w wenn man Lust hat kann man dann immer noch schnell wo hingehen",SUGGEST,B,4377
"wir sind zentral",CLARIFY,B,4378
"und <hm> ja",DELIBERATE,B,4378
"ich weiß nicht wie Sie zu Abendunternehmungen stehen",INIT,B,4378
"w wenn man Lust hat kann man dann immer noch schnell wo hingehen",SUGGEST,B,4378
"zumal man ja mitten im Geschehen wohnt",INFORM,B,4378
"und <hm> ja",DELIBERATE,B,4379
"ich weiß nicht wie Sie zu Abendunternehmungen stehen",INIT,B,4379
"w wenn man Lust hat kann man dann immer noch schnell wo hingehen",SUGGEST,B,4379
"zumal man ja mitten im Geschehen wohnt",INFORM,B,4379
"mhm",BACKCHANNEL,A,4379
"ich weiß nicht wie Sie zu Abendunternehmungen stehen",INIT,B,4380
"w wenn man Lust hat kann man dann immer noch schnell wo hingehen",SUGGEST,B,4380
"zumal man ja mitten im Geschehen wohnt",INFORM,B,4380
"mhm",BACKCHANNEL,A,4380
"i ja",BACKCHANNEL,A,4380
"w wenn man Lust hat kann man dann immer noch schnell wo hingehen",SUGGEST,B,4381
"zumal man ja mitten im Geschehen wohnt",INFORM,B,4381
"mhm",BACKCHANNEL,A,4381
"i ja",BACKCHANNEL,A,4381
"ja genau",ACCEPT,A,4381
"zumal man ja mitten im Geschehen wohnt",INFORM,B,4382
"mhm",BACKCHANNEL,A,4382
"i ja",BACKCHANNEL,A,4382
"ja genau",ACCEPT,A,4382
"da haben Sie recht",FEEDBACK_POSITIVE,A,4382
"mhm",BACKCHANNEL,A,4383
"i ja",BACKCHANNEL,A,4383
"ja genau",ACCEPT,A,4383
"da haben Sie recht",FEEDBACK_POSITIVE,A,4383
"also vor allen Dingen <häs> abends in ein nettes Restaurant",SUGGEST,A,4383
"i ja",BACKCHANNEL,A,4384
"ja genau",ACCEPT,A,4384
"da haben Sie recht",FEEDBACK_POSITIVE,A,4384
"also vor allen Dingen <häs> abends in ein nettes Restaurant",SUGGEST,A,4384
"das wäre sicher sehr angenehm",INFORM,A,4384
"ja genau",ACCEPT,A,4385
"da haben Sie recht",FEEDBACK_POSITIVE,A,4385
"also vor allen Dingen <häs> abends in ein nettes Restaurant",SUGGEST,A,4385
"das wäre sicher sehr angenehm",INFORM,A,4385
"ja gut",ACCEPT,B,4385
"da haben Sie recht",FEEDBACK_POSITIVE,A,4386
"also vor allen Dingen <häs> abends in ein nettes Restaurant",SUGGEST,A,4386
"das wäre sicher sehr angenehm",INFORM,A,4386
"ja gut",ACCEPT,B,4386
"dann brauchen wir also eigentlich weiter nichts zu vereinbaren",CLOSE,B,4386
"also vor allen Dingen <häs> abends in ein nettes Restaurant",SUGGEST,A,4387
"das wäre sicher sehr angenehm",INFORM,A,4387
"ja gut",ACCEPT,B,4387
"dann brauchen wir also eigentlich weiter nichts zu vereinbaren",CLOSE,B,4387
"genau",FEEDBACK_POSITIVE,A,4387
"das wäre sicher sehr angenehm",INFORM,A,4388
"ja gut",ACCEPT,B,4388
"dann brauchen wir also eigentlich weiter nichts zu vereinbaren",CLOSE,B,4388
"genau",FEEDBACK_POSITIVE,A,4388
"wir sehen uns ja noch öfters vor Juni bevor wir dann fahren",INFORM,A,4388
"ja gut",ACCEPT,B,4389
"dann brauchen wir also eigentlich weiter nichts zu vereinbaren",CLOSE,B,4389
"genau",FEEDBACK_POSITIVE,A,4389
"wir sehen uns ja noch öfters vor Juni bevor wir dann fahren",INFORM,A,4389
"genau ja gut dann haben wir das erledigt",CLOSE,B,4389
"dann brauchen wir also eigentlich weiter nichts zu vereinbaren",CLOSE,B,4390
"genau",FEEDBACK_POSITIVE,A,4390
"wir sehen uns ja noch öfters vor Juni bevor wir dann fahren",INFORM,A,4390
"genau ja gut dann haben wir das erledigt",CLOSE,B,4390
"wünsche ich Ihnen einen schönen Tag",BYE,B,4390
"genau",FEEDBACK_POSITIVE,A,4391
"wir sehen uns ja noch öfters vor Juni bevor wir dann fahren",INFORM,A,4391
"genau ja gut dann haben wir das erledigt",CLOSE,B,4391
"wünsche ich Ihnen einen schönen Tag",BYE,B,4391
"okay",FEEDBACK_POSITIVE,A,4391
"wir sehen uns ja noch öfters vor Juni bevor wir dann fahren",INFORM,A,4392
"genau ja gut dann haben wir das erledigt",CLOSE,B,4392
"wünsche ich Ihnen einen schönen Tag",BYE,B,4392
"okay",FEEDBACK_POSITIVE,A,4392
"ich Ihnen auch ja",FEEDBACK_POSITIVE,A,4392
"genau ja gut dann haben wir das erledigt",CLOSE,B,4393
"wünsche ich Ihnen einen schönen Tag",BYE,B,4393
"okay",FEEDBACK_POSITIVE,A,4393
"ich Ihnen auch ja",FEEDBACK_POSITIVE,A,4393
"arbeiten Sie nicht zu viel",POLITENESS_FORMULA,A,4393
"wünsche ich Ihnen einen schönen Tag",BYE,B,4394
"okay",FEEDBACK_POSITIVE,A,4394
"ich Ihnen auch ja",FEEDBACK_POSITIVE,A,4394
"arbeiten Sie nicht zu viel",POLITENESS_FORMULA,A,4394
"ich gebe mir Mühe",FEEDBACK_POSITIVE,B,4394
"okay",FEEDBACK_POSITIVE,A,4395
"ich Ihnen auch ja",FEEDBACK_POSITIVE,A,4395
"arbeiten Sie nicht zu viel",POLITENESS_FORMULA,A,4395
"ich gebe mir Mühe",FEEDBACK_POSITIVE,B,4395
"okay",FEEDBACK_POSITIVE,A,4395
"ich Ihnen auch ja",FEEDBACK_POSITIVE,A,4396
"arbeiten Sie nicht zu viel",POLITENESS_FORMULA,A,4396
"ich gebe mir Mühe",FEEDBACK_POSITIVE,B,4396
"okay",FEEDBACK_POSITIVE,A,4396
"also bis spätestens im Juni dann",INFORM,A,4396
"arbeiten Sie nicht zu viel",POLITENESS_FORMULA,A,4397
"ich gebe mir Mühe",FEEDBACK_POSITIVE,B,4397
"okay",FEEDBACK_POSITIVE,A,4397
"also bis spätestens im Juni dann",INFORM,A,4397
"Wiederhören",BYE,A,4397
"ich gebe mir Mühe",FEEDBACK_POSITIVE,B,4398
"okay",FEEDBACK_POSITIVE,A,4398
"also bis spätestens im Juni dann",INFORM,A,4398
"Wiederhören",BYE,A,4398
"genau",FEEDBACK_POSITIVE,B,4398
"okay",FEEDBACK_POSITIVE,A,4399
"also bis spätestens im Juni dann",INFORM,A,4399
"Wiederhören",BYE,A,4399
"genau",FEEDBACK_POSITIVE,B,4399
"Wiederhören",BYE,B,4399
"<ähm> haben Sie da sich schon was Konkretes überlegt",REQUEST_SUGGEST,A,4400
"oder <%>",NOT_CLASSIFIABLE,A,4400
"ja also mir würde es sehr gut im August passen eigentlich",SUGGEST,B,4400
"so vom Anfang August bis Mitte August wäre ganz angenehm für mich",SUGGEST,B,4400
"mhm",BACKCHANNEL,A,4400
"oder <%>",NOT_CLASSIFIABLE,A,4401
"ja also mir würde es sehr gut im August passen eigentlich",SUGGEST,B,4401
"so vom Anfang August bis Mitte August wäre ganz angenehm für mich",SUGGEST,B,4401
"mhm",BACKCHANNEL,A,4401
"ja also Anfang August ist bei mir schlecht",REJECT,A,4401
"ja also mir würde es sehr gut im August passen eigentlich",SUGGEST,B,4402
"so vom Anfang August bis Mitte August wäre ganz angenehm für mich",SUGGEST,B,4402
"mhm",BACKCHANNEL,A,4402
"ja also Anfang August ist bei mir schlecht",REJECT,A,4402
"da bin ich im Urlaub",GIVE_REASON,A,4402
"so vom Anfang August bis Mitte August wäre ganz angenehm für mich",SUGGEST,B,4403
"mhm",BACKCHANNEL,A,4403
"ja also Anfang August ist bei mir schlecht",REJECT,A,4403
"da bin ich im Urlaub",GIVE_REASON,A,4403
"<ähm> ich könnte frühestens ja ich würde sagen ab dem Montag da an dem zehnten",SUGGEST,A,4403
"mhm",BACKCHANNEL,A,4404
"ja also Anfang August ist bei mir schlecht",REJECT,A,4404
"da bin ich im Urlaub",GIVE_REASON,A,4404
"<ähm> ich könnte frühestens ja ich würde sagen ab dem Montag da an dem zehnten",SUGGEST,A,4404
"mhm",BACKCHANNEL,B,4404
"ja also Anfang August ist bei mir schlecht",REJECT,A,4405
"da bin ich im Urlaub",GIVE_REASON,A,4405
"<ähm> ich könnte frühestens ja ich würde sagen ab dem Montag da an dem zehnten",SUGGEST,A,4405
"mhm",BACKCHANNEL,B,4405
"ja",ACCEPT,A,4405
"da bin ich im Urlaub",GIVE_REASON,A,4406
"<ähm> ich könnte frühestens ja ich würde sagen ab dem Montag da an dem zehnten",SUGGEST,A,4406
"mhm",BACKCHANNEL,B,4406
"ja",ACCEPT,A,4406
"ja also ja",ACCEPT,A,4406
"<ähm> ich könnte frühestens ja ich würde sagen ab dem Montag da an dem zehnten",SUGGEST,A,4407
"mhm",BACKCHANNEL,B,4407
"ja",ACCEPT,A,4407
"ja also ja",ACCEPT,A,4407
"wenn das bei Ihnen am besten ist dann würde ich sagen lassen wir es auch gleich da",ACCEPT,A,4407
"mhm",BACKCHANNEL,B,4408
"ja",ACCEPT,A,4408
"ja also ja",ACCEPT,A,4408
"wenn das bei Ihnen am besten ist dann würde ich sagen lassen wir es auch gleich da",ACCEPT,A,4408
"dann also ab dem zehnten",CONFIRM,A,4408
"ja",ACCEPT,A,4409
"ja also ja",ACCEPT,A,4409
"wenn das bei Ihnen am besten ist dann würde ich sagen lassen wir es auch gleich da",ACCEPT,A,4409
"dann also ab dem zehnten",CONFIRM,A,4409
"ja ab dem zehnten <%>",CONFIRM,B,4409
"ja also ja",ACCEPT,A,4410
"wenn das bei Ihnen am besten ist dann würde ich sagen lassen wir es auch gleich da",ACCEPT,A,4410
"dann also ab dem zehnten",CONFIRM,A,4410
"ja ab dem zehnten <%>",CONFIRM,B,4410
"ja bis <äh> Donnerstag dann",SUGGEST,A,4410
"wenn das bei Ihnen am besten ist dann würde ich sagen lassen wir es auch gleich da",ACCEPT,A,4411
"dann also ab dem zehnten",CONFIRM,A,4411
"ja ab dem zehnten <%>",CONFIRM,B,4411
"ja bis <äh> Donnerstag dann",SUGGEST,A,4411
"ja zehnter bis dreizehnter wäre gut",ACCEPT,B,4411
"dann also ab dem zehnten",CONFIRM,A,4412
"ja ab dem zehnten <%>",CONFIRM,B,4412
"ja bis <äh> Donnerstag dann",SUGGEST,A,4412
"ja zehnter bis dreizehnter wäre gut",ACCEPT,B,4412
"ja ne",REQUEST_COMMENT,A,4412
"ja ab dem zehnten <%>",CONFIRM,B,4413
"ja bis <äh> Donnerstag dann",SUGGEST,A,4413
"ja zehnter bis dreizehnter wäre gut",ACCEPT,B,4413
"ja ne",REQUEST_COMMENT,A,4413
"ja",ACCEPT,A,4413
"ja bis <äh> Donnerstag dann",SUGGEST,A,4414
"ja zehnter bis dreizehnter wäre gut",ACCEPT,B,4414
"ja ne",REQUEST_COMMENT,A,4414
"ja",ACCEPT,A,4414
"das ist klasse ich habe mich auch schon beim Bahnhof erkundigt wie denn Züge fahren",INIT,B,4414
"ja zehnter bis dreizehnter wäre gut",ACCEPT,B,4415
"ja ne",REQUEST_COMMENT,A,4415
"ja",ACCEPT,A,4415
"das ist klasse ich habe mich auch schon beim Bahnhof erkundigt wie denn Züge fahren",INIT,B,4415
"mhm",BACKCHANNEL,A,4415
"ja ne",REQUEST_COMMENT,A,4416
"ja",ACCEPT,A,4416
"das ist klasse ich habe mich auch schon beim Bahnhof erkundigt wie denn Züge fahren",INIT,B,4416
"mhm",BACKCHANNEL,A,4416
"oder ist Ihnen Flugzeug angenehmer",SUGGEST,B,4416
"ja",ACCEPT,A,4417
"das ist klasse ich habe mich auch schon beim Bahnhof erkundigt wie denn Züge fahren",INIT,B,4417
"mhm",BACKCHANNEL,A,4417
"oder ist Ihnen Flugzeug angenehmer",SUGGEST,B,4417
"<hm> ja <häs> also mir ist das eigentlich egal",FEEDBACK,A,4417
"das ist klasse ich habe mich auch schon beim Bahnhof erkundigt wie denn Züge fahren",INIT,B,4418
"mhm",BACKCHANNEL,A,4418
"oder ist Ihnen Flugzeug angenehmer",SUGGEST,B,4418
"<hm> ja <häs> also mir ist das eigentlich egal",FEEDBACK,A,4418
"ich",NOT_CLASSIFIABLE,A,4418
"mhm",BACKCHANNEL,A,4419
"oder ist Ihnen Flugzeug angenehmer",SUGGEST,B,4419
"<hm> ja <häs> also mir ist das eigentlich egal",FEEDBACK,A,4419
"ich",NOT_CLASSIFIABLE,A,4419
"na dann plädiere ich doch fürn Zug",SUGGEST,B,4419
"oder ist Ihnen Flugzeug angenehmer",SUGGEST,B,4420
"<hm> ja <häs> also mir ist das eigentlich egal",FEEDBACK,A,4420
"ich",NOT_CLASSIFIABLE,A,4420
"na dann plädiere ich doch fürn Zug",SUGGEST,B,4420
"aha",BACKCHANNEL,A,4420
"<hm> ja <häs> also mir ist das eigentlich egal",FEEDBACK,A,4421
"ich",NOT_CLASSIFIABLE,A,4421
"na dann plädiere ich doch fürn Zug",SUGGEST,B,4421
"aha",BACKCHANNEL,A,4421
"gut",ACCEPT,A,4421
"ich",NOT_CLASSIFIABLE,A,4422
"na dann plädiere ich doch fürn Zug",SUGGEST,B,4422
"aha",BACKCHANNEL,A,4422
"gut",ACCEPT,A,4422
"<ähm> <ähm> ja Züge fahren halt stündlich ab sechs fünfundvierzig bis achtzehn fünfundvierzig",INFORM,B,4422
"na dann plädiere ich doch fürn Zug",SUGGEST,B,4423
"aha",BACKCHANNEL,A,4423
"gut",ACCEPT,A,4423
"<ähm> <ähm> ja Züge fahren halt stündlich ab sechs fünfundvierzig bis achtzehn fünfundvierzig",INFORM,B,4423
"mhm",BACKCHANNEL,A,4423
"aha",BACKCHANNEL,A,4424
"gut",ACCEPT,A,4424
"<ähm> <ähm> ja Züge fahren halt stündlich ab sechs fünfundvierzig bis achtzehn fünfundvierzig",INFORM,B,4424
"mhm",BACKCHANNEL,A,4424
"und da müßte man halt einfach <äh> in Dortmund nur umsteigen",INFORM,B,4424
"gut",ACCEPT,A,4425
"<ähm> <ähm> ja Züge fahren halt stündlich ab sechs fünfundvierzig bis achtzehn fünfundvierzig",INFORM,B,4425
"mhm",BACKCHANNEL,A,4425
"und da müßte man halt einfach <äh> in Dortmund nur umsteigen",INFORM,B,4425
"aber das ist auch nicht weiter problematisch",INFORM,B,4425
"<ähm> <ähm> ja Züge fahren halt stündlich ab sechs fünfundvierzig bis achtzehn fünfundvierzig",INFORM,B,4426
"mhm",BACKCHANNEL,A,4426
"und da müßte man halt einfach <äh> in Dortmund nur umsteigen",INFORM,B,4426
"aber das ist auch nicht weiter problematisch",INFORM,B,4426
"die Dauer dau <häs> die Fahrt dauert eben drei knapp dreieinhalb Stunden",INFORM,B,4426
"mhm",BACKCHANNEL,A,4427
"und da müßte man halt einfach <äh> in Dortmund nur umsteigen",INFORM,B,4427
"aber das ist auch nicht weiter problematisch",INFORM,B,4427
"die Dauer dau <häs> die Fahrt dauert eben drei knapp dreieinhalb Stunden",INFORM,B,4427
"und dann sind wir auch schon in Hannover <hm>",INFORM,B,4427
"und da müßte man halt einfach <äh> in Dortmund nur umsteigen",INFORM,B,4428
"aber das ist auch nicht weiter problematisch",INFORM,B,4428
"die Dauer dau <häs> die Fahrt dauert eben drei knapp dreieinhalb Stunden",INFORM,B,4428
"und dann sind wir auch schon in Hannover <hm>",INFORM,B,4428
"ja das hört sich gut an",FEEDBACK_POSITIVE,A,4428
"aber das ist auch nicht weiter problematisch",INFORM,B,4429
"die Dauer dau <häs> die Fahrt dauert eben drei knapp dreieinhalb Stunden",INFORM,B,4429
"und dann sind wir auch schon in Hannover <hm>",INFORM,B,4429
"ja das hört sich gut an",FEEDBACK_POSITIVE,A,4429
"ich schätze mal ein $I-$C ne",REQUEST_COMMENT,A,4429
"die Dauer dau <häs> die Fahrt dauert eben drei knapp dreieinhalb Stunden",INFORM,B,4430
"und dann sind wir auch schon in Hannover <hm>",INFORM,B,4430
"ja das hört sich gut an",FEEDBACK_POSITIVE,A,4430
"ich schätze mal ein $I-$C ne",REQUEST_COMMENT,A,4430
"ja ein $I-$C und dann $I-$C-$E",INFORM,B,4430
"und dann sind wir auch schon in Hannover <hm>",INFORM,B,4431
"ja das hört sich gut an",FEEDBACK_POSITIVE,A,4431
"ich schätze mal ein $I-$C ne",REQUEST_COMMENT,A,4431
"ja ein $I-$C und dann $I-$C-$E",INFORM,B,4431
"$I-$C-$E",DELIBERATE,A,4431
"ja das hört sich gut an",FEEDBACK_POSITIVE,A,4432
"ich schätze mal ein $I-$C ne",REQUEST_COMMENT,A,4432
"ja ein $I-$C und dann $I-$C-$E",INFORM,B,4432
"$I-$C-$E",DELIBERATE,A,4432
"ja und dann ist es auch ganz bequem",INFORM,A,4432
"ich schätze mal ein $I-$C ne",REQUEST_COMMENT,A,4433
"ja ein $I-$C und dann $I-$C-$E",INFORM,B,4433
"$I-$C-$E",DELIBERATE,A,4433
"ja und dann ist es auch ganz bequem",INFORM,A,4433
"ja würde ich auch sagen",ACCEPT,A,4433
"ja ein $I-$C und dann $I-$C-$E",INFORM,B,4434
"$I-$C-$E",DELIBERATE,A,4434
"ja und dann ist es auch ganz bequem",INFORM,A,4434
"ja würde ich auch sagen",ACCEPT,A,4434
"und <äh> und dann habe ich mich gleich auch um die Hotels gekümmert",INIT,A,4434
"$I-$C-$E",DELIBERATE,A,4435
"ja und dann ist es auch ganz bequem",INFORM,A,4435
"ja würde ich auch sagen",ACCEPT,A,4435
"und <äh> und dann habe ich mich gleich auch um die Hotels gekümmert",INIT,A,4435
"die liegen eigentlich alle recht nah <äh> zentral",INFORM,A,4435
"ja und dann ist es auch ganz bequem",INFORM,A,4436
"ja würde ich auch sagen",ACCEPT,A,4436
"und <äh> und dann habe ich mich gleich auch um die Hotels gekümmert",INIT,A,4436
"die liegen eigentlich alle recht nah <äh> zentral",INFORM,A,4436
"also das wäre könnte ich anbieten Hotel Schweizerhof habe ich geguckt und Hotel Luisenhof",SUGGEST,A,4436
"ja würde ich auch sagen",ACCEPT,A,4437
"und <äh> und dann habe ich mich gleich auch um die Hotels gekümmert",INIT,A,4437
"die liegen eigentlich alle recht nah <äh> zentral",INFORM,A,4437
"also das wäre könnte ich anbieten Hotel Schweizerhof habe ich geguckt und Hotel Luisenhof",SUGGEST,A,4437
"außerdem ja das Fora-Hotel",SUGGEST,A,4437
"und <äh> und dann habe ich mich gleich auch um die Hotels gekümmert",INIT,A,4438
"die liegen eigentlich alle recht nah <äh> zentral",INFORM,A,4438
"also das wäre könnte ich anbieten Hotel Schweizerhof habe ich geguckt und Hotel Luisenhof",SUGGEST,A,4438
"außerdem ja das Fora-Hotel",SUGGEST,A,4438
"das hätte sich allerdings nur angeboten wenn wir auch mit dem Flugzeug geflogen wären",EXPLAINED_REJECT,A,4438
"das wäre also Hotel Schweizerhof ist <ähm> etwas billiger als Luisenhof",INFORM,A,4439
"bietet eine Garage dann an ich weiß nicht wollen Sie Mietwagen",SUGGEST,A,4439
"ah eigentlich nicht",REJECT,B,4439
"ich denke schon alles mit öffentlichen Verkehrsmitteln zu erreichen",GIVE_REASON,B,4439
"brauchen wir nicht ne",REJECT,A,4439
"also dann würde ich sagen werde ich da mal mich um Zimmerreservierung kümmern",COMMIT,A,4440
"ja das wäre nett",ACCEPT,B,4440
"ja und <ähm> weiß nicht hatten Sie auch vor etwas abends zu unternehmen",INIT,A,4440
"oder nicht",REQUEST_COMMENT,A,4440
"ach ich denke schon daß wir da einiges machen können doch",INFORM,B,4440
"ja das wäre nett",ACCEPT,B,4441
"ja und <ähm> weiß nicht hatten Sie auch vor etwas abends zu unternehmen",INIT,A,4441
"oder nicht",REQUEST_COMMENT,A,4441
"ach ich denke schon daß wir da einiges machen können doch",INFORM,B,4441
"weiß nicht wir könnten ja mal ins Konzert gehen",SUGGEST,B,4441
"ja und <ähm> weiß nicht hatten Sie auch vor etwas abends zu unternehmen",INIT,A,4442
"oder nicht",REQUEST_COMMENT,A,4442
"ach ich denke schon daß wir da einiges machen können doch",INFORM,B,4442
"weiß nicht wir könnten ja mal ins Konzert gehen",SUGGEST,B,4442
"mhm",BACKCHANNEL,A,4442
"oder nicht",REQUEST_COMMENT,A,4443
"ach ich denke schon daß wir da einiges machen können doch",INFORM,B,4443
"weiß nicht wir könnten ja mal ins Konzert gehen",SUGGEST,B,4443
"mhm",BACKCHANNEL,A,4443
"ja ich weiß nicht Klassik vielleicht",INFORM,A,4443
"ach ich denke schon daß wir da einiges machen können doch",INFORM,B,4444
"weiß nicht wir könnten ja mal ins Konzert gehen",SUGGEST,B,4444
"mhm",BACKCHANNEL,A,4444
"ja ich weiß nicht Klassik vielleicht",INFORM,A,4444
"ich stehe gar nicht so auf Konzerte also nicht auf klassische Konzerte",FEEDBACK_NEGATIVE,A,4444
"weiß nicht wir könnten ja mal ins Konzert gehen",SUGGEST,B,4445
"mhm",BACKCHANNEL,A,4445
"ja ich weiß nicht Klassik vielleicht",INFORM,A,4445
"ich stehe gar nicht so auf Konzerte also nicht auf klassische Konzerte",FEEDBACK_NEGATIVE,A,4445
"aber ja würde ich sagen können wir aber ruhig mal ja wenn Ihnen das gefällt",INFORM,A,4445
"mhm",BACKCHANNEL,A,4446
"ja ich weiß nicht Klassik vielleicht",INFORM,A,4446
"ich stehe gar nicht so auf Konzerte also nicht auf klassische Konzerte",FEEDBACK_NEGATIVE,A,4446
"aber ja würde ich sagen können wir aber ruhig mal ja wenn Ihnen das gefällt",INFORM,A,4446
"ja ich kann mich ja mal erkundigen was genau läuft und eventuell Karten bestellen",COMMIT,B,4446
"ja ich weiß nicht Klassik vielleicht",INFORM,A,4447
"ich stehe gar nicht so auf Konzerte also nicht auf klassische Konzerte",FEEDBACK_NEGATIVE,A,4447
"aber ja würde ich sagen können wir aber ruhig mal ja wenn Ihnen das gefällt",INFORM,A,4447
"ja ich kann mich ja mal erkundigen was genau läuft und eventuell Karten bestellen",COMMIT,B,4447
"mhm",BACKCHANNEL,A,4447
"ich stehe gar nicht so auf Konzerte also nicht auf klassische Konzerte",FEEDBACK_NEGATIVE,A,4448
"aber ja würde ich sagen können wir aber ruhig mal ja wenn Ihnen das gefällt",INFORM,A,4448
"ja ich kann mich ja mal erkundigen was genau läuft und eventuell Karten bestellen",COMMIT,B,4448
"mhm",BACKCHANNEL,A,4448
"ja wenn das nicht klappt würde ich auch gern ins Theater gehen",SUGGEST,A,4448
"aber ja würde ich sagen können wir aber ruhig mal ja wenn Ihnen das gefällt",INFORM,A,4449
"ja ich kann mich ja mal erkundigen was genau läuft und eventuell Karten bestellen",COMMIT,B,4449
"mhm",BACKCHANNEL,A,4449
"ja wenn das nicht klappt würde ich auch gern ins Theater gehen",SUGGEST,A,4449
"also falls das",NOT_CLASSIFIABLE,A,4449
"ja ich kann mich ja mal erkundigen was genau läuft und eventuell Karten bestellen",COMMIT,B,4450
"mhm",BACKCHANNEL,A,4450
"ja wenn das nicht klappt würde ich auch gern ins Theater gehen",SUGGEST,A,4450
"also falls das",NOT_CLASSIFIABLE,A,4450
"ja dann schauen wir mal da",FEEDBACK,B,4450
"mhm",BACKCHANNEL,A,4451
"ja wenn das nicht klappt würde ich auch gern ins Theater gehen",SUGGEST,A,4451
"also falls das",NOT_CLASSIFIABLE,A,4451
"ja dann schauen wir mal da",FEEDBACK,B,4451
"können wir ja noch mal <äh> drüber sprechen bevor es losgeht",DEFER,B,4451
"ja wenn das nicht klappt würde ich auch gern ins Theater gehen",SUGGEST,A,4452
"also falls das",NOT_CLASSIFIABLE,A,4452
"ja dann schauen wir mal da",FEEDBACK,B,4452
"können wir ja noch mal <äh> drüber sprechen bevor es losgeht",DEFER,B,4452
"und am ja und am letzten Abend vielleicht noch mal essen gehen in einem schönen Restaurant",SUGGEST,A,4452
"also falls das",NOT_CLASSIFIABLE,A,4453
"ja dann schauen wir mal da",FEEDBACK,B,4453
"können wir ja noch mal <äh> drüber sprechen bevor es losgeht",DEFER,B,4453
"und am ja und am letzten Abend vielleicht noch mal essen gehen in einem schönen Restaurant",SUGGEST,A,4453
"ja zum gemütlichen Ausklang der Reise wäre das ganz passend",ACCEPT,B,4453
"ja dann schauen wir mal da",FEEDBACK,B,4454
"können wir ja noch mal <äh> drüber sprechen bevor es losgeht",DEFER,B,4454
"und am ja und am letzten Abend vielleicht noch mal essen gehen in einem schönen Restaurant",SUGGEST,A,4454
"ja zum gemütlichen Ausklang der Reise wäre das ganz passend",ACCEPT,B,4454
"mhm",BACKCHANNEL,B,4454
"können wir ja noch mal <äh> drüber sprechen bevor es losgeht",DEFER,B,4455
"und am ja und am letzten Abend vielleicht noch mal essen gehen in einem schönen Restaurant",SUGGEST,A,4455
"ja zum gemütlichen Ausklang der Reise wäre das ganz passend",ACCEPT,B,4455
"mhm",BACKCHANNEL,B,4455
"ja",ACCEPT,A,4455
"und am ja und am letzten Abend vielleicht noch mal essen gehen in einem schönen Restaurant",SUGGEST,A,4456
"ja zum gemütlichen Ausklang der Reise wäre das ganz passend",ACCEPT,B,4456
"mhm",BACKCHANNEL,B,4456
"ja",ACCEPT,A,4456
"ja da können wir uns ja da vielleicht noch mal erkundigen also",DEFER,A,4456
"ja zum gemütlichen Ausklang der Reise wäre das ganz passend",ACCEPT,B,4457
"mhm",BACKCHANNEL,B,4457
"ja",ACCEPT,A,4457
"ja da können wir uns ja da vielleicht noch mal erkundigen also",DEFER,A,4457
"ich denke mal einen Tisch zu reservieren das wird kann man da auch dann auch noch machen ja",DEFER,A,4457
"mhm",BACKCHANNEL,B,4458
"ja",ACCEPT,A,4458
"ja da können wir uns ja da vielleicht noch mal erkundigen also",DEFER,A,4458
"ich denke mal einen Tisch zu reservieren das wird kann man da auch dann auch noch machen ja",DEFER,A,4458
"dann würde ich sagen verbleiben wir so",CLOSE,A,4458
"ja",ACCEPT,A,4459
"ja da können wir uns ja da vielleicht noch mal erkundigen also",DEFER,A,4459
"ich denke mal einen Tisch zu reservieren das wird kann man da auch dann auch noch machen ja",DEFER,A,4459
"dann würde ich sagen verbleiben wir so",CLOSE,A,4459
"ja",FEEDBACK_POSITIVE,B,4459
"ja da können wir uns ja da vielleicht noch mal erkundigen also",DEFER,A,4460
"ich denke mal einen Tisch zu reservieren das wird kann man da auch dann auch noch machen ja",DEFER,A,4460
"dann würde ich sagen verbleiben wir so",CLOSE,A,4460
"ja",FEEDBACK_POSITIVE,B,4460
"nicht",REQUEST_COMMENT,A,4460
"ich denke mal einen Tisch zu reservieren das wird kann man da auch dann auch noch machen ja",DEFER,A,4461
